County Name,State,Metropolitan Designation,Original Property Value,Original Loan Amount,Original LTV,Current Property Value,Current Loan Amount,Current LTV,Future Property Value,Future Loan Amount,Future LTV
FRANKLIN,NORTH CAROLINA,"RALEIGH, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GASTON,NORTH CAROLINA,"CHARLOTTE-CONCORD-GASTONIA, NC-SC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GATES,NORTH CAROLINA,"VIRGINIA BEACH-NORFOLK-NEWPORT NEWS, VA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GRAHAM,NORTH CAROLINA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GRANVILLE,NORTH CAROLINA,"OXFORD, NC",20.3,15,73.89 ,20.3,15,73.89 ,20.3,15,73.89 
GREENE,NORTH CAROLINA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GUILFORD,NORTH CAROLINA,"GREENSBORO-HIGH POINT, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HALIFAX,NORTH CAROLINA,"ROANOKE RAPIDS, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HARNETT,NORTH CAROLINA,"DUNN, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HAYWOOD,NORTH CAROLINA,"ASHEVILLE, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HENDERSON,NORTH CAROLINA,"ASHEVILLE, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HERTFORD,NORTH CAROLINA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HOKE,NORTH CAROLINA,"FAYETTEVILLE, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HYDE,NORTH CAROLINA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
IREDELL,NORTH CAROLINA,"CHARLOTTE-CONCORD-GASTONIA, NC-SC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
JACKSON,NORTH CAROLINA,"CULLOWHEE, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
JOHNSTON,NORTH CAROLINA,"RALEIGH, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
JONES,NORTH CAROLINA,"NEW BERN, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LEE,NORTH CAROLINA,"SANFORD, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LENOIR,NORTH CAROLINA,"KINSTON, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LINCOLN,NORTH CAROLINA,"CHARLOTTE-CONCORD-GASTONIA, NC-SC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MCDOWELL,NORTH CAROLINA,"MARION, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MACON,NORTH CAROLINA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MADISON,NORTH CAROLINA,"ASHEVILLE, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MARTIN,NORTH CAROLINA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MECKLENBURG,NORTH CAROLINA,"CHARLOTTE-CONCORD-GASTONIA, NC-SC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MITCHELL,NORTH CAROLINA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MONTGOMERY,NORTH CAROLINA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MOORE,NORTH CAROLINA,"PINEHURST-SOUTHERN PINES, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
NASH,NORTH CAROLINA,"ROCKY MOUNT, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
NEW HANOVER,NORTH CAROLINA,"WILMINGTON, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
NORTHAMPTON,NORTH CAROLINA,"ROANOKE RAPIDS, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ONSLOW,NORTH CAROLINA,"JACKSONVILLE, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ORANGE,NORTH CAROLINA,"DURHAM-CHAPEL HILL, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
PAMLICO,NORTH CAROLINA,"NEW BERN, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
PASQUOTANK,NORTH CAROLINA,"ELIZABETH CITY, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
PENDER,NORTH CAROLINA,"WILMINGTON, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
PERQUIMANS,NORTH CAROLINA,"ELIZABETH CITY, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
PERSON,NORTH CAROLINA,"DURHAM-CHAPEL HILL, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
PITT,NORTH CAROLINA,"GREENVILLE, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
POLK,NORTH CAROLINA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
RANDOLPH,NORTH CAROLINA,"GREENSBORO-HIGH POINT, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
RICHMOND,NORTH CAROLINA,"ROCKINGHAM, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ROBESON,NORTH CAROLINA,"LUMBERTON, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ROCKINGHAM,NORTH CAROLINA,"GREENSBORO-HIGH POINT, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ROWAN,NORTH CAROLINA,"CHARLOTTE-CONCORD-GASTONIA, NC-SC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
RUTHERFORD,NORTH CAROLINA,"FOREST CITY, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SAMPSON,NORTH CAROLINA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SCOTLAND,NORTH CAROLINA,"LAURINBURG, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
STANLY,NORTH CAROLINA,"ALBEMARLE, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
STOKES,NORTH CAROLINA,"WINSTON-SALEM, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SURRY,NORTH CAROLINA,"MOUNT AIRY, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SWAIN,NORTH CAROLINA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
TRANSYLVANIA,NORTH CAROLINA,"BREVARD, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
TYRRELL,NORTH CAROLINA,"KILL DEVIL HILLS, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
UNION,NORTH CAROLINA,"CHARLOTTE-CONCORD-GASTONIA, NC-SC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
VANCE,NORTH CAROLINA,"HENDERSON, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WAKE,NORTH CAROLINA,"RALEIGH, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WARREN,NORTH CAROLINA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WASHINGTON,NORTH CAROLINA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WATAUGA,NORTH CAROLINA,"BOONE, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WAYNE,NORTH CAROLINA,"GOLDSBORO, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WILKES,NORTH CAROLINA,"NORTH WILKESBORO, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WILSON,NORTH CAROLINA,"WILSON, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
YADKIN,NORTH CAROLINA,"WINSTON-SALEM, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
YANCEY,NORTH CAROLINA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ADAMS,NORTH DAKOTA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BARNES,NORTH DAKOTA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BENSON,NORTH DAKOTA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BILLINGS,NORTH DAKOTA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BOTTINEAU,NORTH DAKOTA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BOWMAN,NORTH DAKOTA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BURKE,NORTH DAKOTA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BURLEIGH,NORTH DAKOTA,"BISMARCK, ND",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CASS,NORTH DAKOTA,"FARGO, ND-MN",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CAVALIER,NORTH DAKOTA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
DICKEY,NORTH DAKOTA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
DIVIDE,NORTH DAKOTA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
DUNN,NORTH DAKOTA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
EDDY,NORTH DAKOTA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
EMMONS,NORTH DAKOTA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
FOSTER,NORTH DAKOTA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GOLDEN VALLEY,NORTH DAKOTA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GRAND FORKS,NORTH DAKOTA,"GRAND FORKS, ND-MN",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GRANT,NORTH DAKOTA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GRIGGS,NORTH DAKOTA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HETTINGER,NORTH DAKOTA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
KIDDER,NORTH DAKOTA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LAMOURE,NORTH DAKOTA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LOGAN,NORTH DAKOTA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MCHENRY,NORTH DAKOTA,"MINOT, ND",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MCINTOSH,NORTH DAKOTA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MCKENZIE,NORTH DAKOTA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MCLEAN,NORTH DAKOTA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MERCER,NORTH DAKOTA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MORTON,NORTH DAKOTA,"BISMARCK, ND",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MOUNTRAIL,NORTH DAKOTA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
NELSON,NORTH DAKOTA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
OLIVER,NORTH DAKOTA,"BISMARCK, ND",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
PEMBINA,NORTH DAKOTA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
PIERCE,NORTH DAKOTA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
RAMSEY,NORTH DAKOTA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
RANSOM,NORTH DAKOTA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
RENVILLE,NORTH DAKOTA,"MINOT, ND",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
RICHLAND,NORTH DAKOTA,"WAHPETON, ND-MN",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ROLETTE,NORTH DAKOTA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SARGENT,NORTH DAKOTA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SHERIDAN,NORTH DAKOTA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SIOUX,NORTH DAKOTA,"BISMARCK, ND",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SLOPE,NORTH DAKOTA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
STARK,NORTH DAKOTA,"DICKINSON, ND",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
STEELE,NORTH DAKOTA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
STUTSMAN,NORTH DAKOTA,"JAMESTOWN, ND",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
TOWNER,NORTH DAKOTA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
TRAILL,NORTH DAKOTA,NON-METRO,50.23,40,79.63 ,60.23,40,66.41 ,55.23,40,72.42 
WALSH,NORTH DAKOTA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WARD,NORTH DAKOTA,"MINOT, ND",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WELLS,NORTH DAKOTA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WILLIAMS,NORTH DAKOTA,"WILLISTON, ND",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ADAMS,OHIO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ALLEN,OHIO,"LIMA, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ASHLAND,OHIO,"ASHLAND, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ASHTABULA,OHIO,"ASHTABULA, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ATHENS,OHIO,"ATHENS, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
AUGLAIZE,OHIO,"WAPAKONETA, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BELMONT,OHIO,"WHEELING, WV-OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BROWN,OHIO,"CINCINNATI, OH-KY-IN",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BUTLER,OHIO,"CINCINNATI, OH-KY-IN",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CARROLL,OHIO,"CANTON-MASSILLON, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CHAMPAIGN,OHIO,"URBANA, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CLARK,OHIO,"SPRINGFIELD, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CLERMONT,OHIO,"CINCINNATI, OH-KY-IN",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CLINTON,OHIO,"WILMINGTON, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
COLUMBIANA,OHIO,"SALEM, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
COSHOCTON,OHIO,"COSHOCTON, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CRAWFORD,OHIO,"BUCYRUS, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CUYAHOGA,OHIO,"CLEVELAND-ELYRIA, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
DARKE,OHIO,"GREENVILLE, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
DEFIANCE,OHIO,"DEFIANCE, OH",20.3,15,73.89 ,20.3,15,73.89 ,20.3,15,73.89 
DELAWARE,OHIO,"COLUMBUS, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ERIE,OHIO,"SANDUSKY, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
FAIRFIELD,OHIO,"COLUMBUS, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
FAYETTE,OHIO,"WASHINGTON COURT HOUSE, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
FRANKLIN,OHIO,"COLUMBUS, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
FULTON,OHIO,"TOLEDO, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GALLIA,OHIO,"POINT PLEASANT, WV-OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GEAUGA,OHIO,"CLEVELAND-ELYRIA, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GREENE,OHIO,"DAYTON, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GUERNSEY,OHIO,"CAMBRIDGE, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HAMILTON,OHIO,"CINCINNATI, OH-KY-IN",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HANCOCK,OHIO,"FINDLAY, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HARDIN,OHIO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HARRISON,OHIO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HENRY,OHIO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HIGHLAND,OHIO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HOCKING,OHIO,"COLUMBUS, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HOLMES,OHIO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HURON,OHIO,"NORWALK, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
JACKSON,OHIO,"JACKSON, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
JEFFERSON,OHIO,"WEIRTON-STEUBENVILLE, WV-OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
KNOX,OHIO,"MOUNT VERNON, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LAKE,OHIO,"CLEVELAND-ELYRIA, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LAWRENCE,OHIO,"HUNTINGTON-ASHLAND, WV-KY-OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LICKING,OHIO,"COLUMBUS, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LOGAN,OHIO,"BELLEFONTAINE, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LORAIN,OHIO,"CLEVELAND-ELYRIA, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LUCAS,OHIO,"TOLEDO, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MADISON,OHIO,"COLUMBUS, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MAHONING,OHIO,"YOUNGSTOWN-WARREN-BOARDMAN, OH-PA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MARION,OHIO,"MARION, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MEDINA,OHIO,"CLEVELAND-ELYRIA, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MEIGS,OHIO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MERCER,OHIO,"CELINA, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MIAMI,OHIO,"DAYTON, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MONROE,OHIO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MONTGOMERY,OHIO,"DAYTON, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MORGAN,OHIO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MORROW,OHIO,"COLUMBUS, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MUSKINGUM,OHIO,"ZANESVILLE, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
NOBLE,OHIO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
OTTAWA,OHIO,"PORT CLINTON, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
PAULDING,OHIO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
PERRY,OHIO,"COLUMBUS, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
PICKAWAY,OHIO,"COLUMBUS, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
PIKE,OHIO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
PORTAGE,OHIO,"AKRON, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
PREBLE,OHIO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
PUTNAM,OHIO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
RICHLAND,OHIO,"MANSFIELD, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ROSS,OHIO,"CHILLICOTHE, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SANDUSKY,OHIO,"FREMONT, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SCIOTO,OHIO,"PORTSMOUTH, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SENECA,OHIO,"TIFFIN, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SHELBY,OHIO,"SIDNEY, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
STARK,OHIO,"CANTON-MASSILLON, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SUMMIT,OHIO,"AKRON, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
TRUMBULL,OHIO,"YOUNGSTOWN-WARREN-BOARDMAN, OH-PA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
TUSCARAWAS,OHIO,"NEW PHILADELPHIA-DOVER, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
UNION,OHIO,"COLUMBUS, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
VAN WERT,OHIO,"VAN WERT, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
VINTON,OHIO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WARREN,OHIO,"CINCINNATI, OH-KY-IN",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WASHINGTON,OHIO,"MARIETTA, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WAYNE,OHIO,"WOOSTER, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WILLIAMS,OHIO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WOOD,OHIO,"TOLEDO, OH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WYANDOT,OHIO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ADAIR,OKLAHOMA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ALFALFA,OKLAHOMA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ATOKA,OKLAHOMA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BEAVER,OKLAHOMA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BECKHAM,OKLAHOMA,"ELK CITY, OK",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BLAINE,OKLAHOMA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BRYAN,OKLAHOMA,"DURANT, OK",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CADDO,OKLAHOMA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CANADIAN,OKLAHOMA,"OKLAHOMA CITY, OK",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CARTER,OKLAHOMA,"ARDMORE, OK",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CHEROKEE,OKLAHOMA,"TAHLEQUAH, OK",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CHOCTAW,OKLAHOMA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CIMARRON,OKLAHOMA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CLEVELAND,OKLAHOMA,"OKLAHOMA CITY, OK",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
COAL,OKLAHOMA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
COMANCHE,OKLAHOMA,"LAWTON, OK",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
COTTON,OKLAHOMA,"LAWTON, OK",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CRAIG,OKLAHOMA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CREEK,OKLAHOMA,"TULSA, OK",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CUSTER,OKLAHOMA,"WEATHERFORD, OK",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
DELAWARE,OKLAHOMA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
DEWEY,OKLAHOMA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ELLIS,OKLAHOMA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GARFIELD,OKLAHOMA,"ENID, OK",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GARVIN,OKLAHOMA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GRADY,OKLAHOMA,"OKLAHOMA CITY, OK",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GRANT,OKLAHOMA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GREER,OKLAHOMA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HARMON,OKLAHOMA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HARPER,OKLAHOMA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HASKELL,OKLAHOMA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HUGHES,OKLAHOMA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
JACKSON,OKLAHOMA,"ALTUS, OK",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
JEFFERSON,OKLAHOMA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
JOHNSTON,OKLAHOMA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
KAY,OKLAHOMA,"PONCA CITY, OK",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
KINGFISHER,OKLAHOMA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
KIOWA,OKLAHOMA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LATIMER,OKLAHOMA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LE FLORE,OKLAHOMA,"FORT SMITH, AR-OK",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LINCOLN,OKLAHOMA,"OKLAHOMA CITY, OK",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LOGAN,OKLAHOMA,"OKLAHOMA CITY, OK",50.23,40,79.63 ,60.23,40,66.41 ,55.23,40,72.42 
LOVE,OKLAHOMA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MCCLAIN,OKLAHOMA,"OKLAHOMA CITY, OK",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
